SNo	Rank	Allotted Quota	Allotted Institute	City	Course	Allotted Category	Candidate Category	Remarks
202	215	AIQ	UNIV. COLL. OF MED. SCIENCE	N.DELHI 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
203	216	IP	VMMC and SAFDARJANG HOSPITAL	Delhi 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
204	217	AIQ	B.J. Medical College	Ahmedabad 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
205	218	AIQ	Osmania Medical College	Koti 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
206	219	AIQ	V.M.M.C. and S.J. HOSPITAL	New DELHI 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
207	220	AIQ	Lokmanya Tilak Municipal Medical College	Mumbai 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	GN	GNNO	Allotted
208	221	DU	MAULANA AZAD MEDICAL COLL.	N.DELHI 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
209	222	AIQ	Government Medical College	Kozhikode 	M.D. (PAEDIATRICS)	GN	OBC	Allotted
210	223	AIQ	Indra Gandhi Inst. Of Child Health	Bangalore 	M.D. (PAEDIATRICS)	GN	EWNO	Allotted
211	224	AIQ	INSTITUTE OF MEDICAL SCIENCES	VARANASI 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
212	225	AIQ	V.M.M.C. and S.J. HOSPITAL	New DELHI 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
213	226	DU	MAULANA AZAD MEDICAL COLL.	N.DELHI 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
214	227	DU	MAULANA AZAD MEDICAL COLL.	N.DELHI 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
215	228	AIQ	INSTITUTE OF MEDICAL SCIENCES	VARANASI 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
216	229	AIQ	V.M.M.C. and S.J. HOSPITAL	New DELHI 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
217	230	AIQ	MAULANA AZAD MEDICAL COLL.	N.DELHI 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
218	231	AIQ	LADY HARDINGE MEDICAL COLL.	N.DELHI 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
219	232	AIQ	Government Medical College	Kozhikode 	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
220	233	AIQ	UNIV. COLL. OF MED. SCIENCE	N.DELHI 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
221	234	AIQ	Lokmanya Tilak Municipal Medical College	Mumbai 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
222	236	AIQ	Institute of Post Graduate Medical Education Research	KOLKATA 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
223	237	AIQ	Osmania Medical College	Koti 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
224	238	AIQ	Byramjee Jeejeebhoy Government Medical College	Pune 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	GN	GNNO	Allotted
225	240	AIQ	Government Medical College	Kottayam 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
226	241	AIQ	V.M.M.C. and S.J. HOSPITAL	New DELHI 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
227	243	AIQ	Institute of Post Graduate Medical Education Research	KOLKATA 	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
228	244	AIQ	STANLEY MEDICAL COLLEGE	CHENNAI 	M.S. (GENERAL SURGERY)	GN	OBC	Allotted
229	246	AIQ	Nizam Institute of Medical Sciences	Hyderabad 	M.D. (RADIO- DIAGNOSIS)	GN	EWNO	Allotted
230	247	AIQ	Topiwala National Medical College	Mumbai 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
231	248	AIQ	MADRAS MEDICAL COLLEGE	CHENNAI 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	GN	GNNO	Allotted
232	249	AIQ	Institute of Post Graduate Medical Education Research	KOLKATA 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
233	250	AIQ	MADRAS MEDICAL COLLEGE	CHENNAI 	M.D. (RADIO- DIAGNOSIS)	GN	OBC	Allotted
234	251	AIQ	UNIV. COLL. OF MED. SCIENCE	N.DELHI 	M.D. (GENERAL MEDICINE)	OBC	OBC	Allotted
235	252	AIQ	Bangalore Medical College	Bangalore 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	GN	GNNO	Allotted
236	253	AIQ	INSTITUTE OF MEDICAL SCIENCES	VARANASI 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
237	254	AIQ	Government Medical College	Kozhikode 	M.D. (PAEDIATRICS)	GN	OBC	Allotted
238	256	AIQ	Lokmanya Tilak Municipal Medical College	Mumbai 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
239	257	DU	MAULANA AZAD MEDICAL COLL.	N.DELHI 	M.D. (RADIO- DIAGNOSIS)	GN	OBC	Allotted
240	258	AIQ	Lokmanya Tilak Municipal Medical College	Mumbai 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
241	259	AIQ	B.J. Medical College	Ahmedabad 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	GN	GNNO	Allotted
242	260	AIQ	Sri Venkateshwara Institute of Medical Sciences	Tirupati 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
243	261	AIQ	MAULANA AZAD MEDICAL COLL.	N.DELHI 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
244	262	AIQ	Pt. B.D. Sharma PGIMS	Rohtak 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
245	263	AIQ	GOA MEDICAL COLLEGE	PANAJI 	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
246	265	AIQ	Government Medical College	Kozhikode 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	GN	OBC	Allotted
247	266	AIQ	Institute of Post Graduate Medical Education Research	KOLKATA 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
248	267	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	GN	GNNO	Allotted
249	268	AIQ	Govt. Medical College and Hospital	Chandigarh 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	GN	GNNO	Allotted
250	269	AIQ	Government Medical College	Thiruvananthapuram 	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
251	270	AIQ	Govt. Medical College and Hospital	Chandigarh 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
252	271	AIQ	Government Medical College	Thiruvananthapuram 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
253	272	AIQ	Government Medical College	Kottayam 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	GN	GNNO	Allotted
254	273	AIQ	V.M.M.C. and S.J. HOSPITAL	New DELHI 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	OBC	OBC	Allotted
255	274	AIQ	Osmania Medical College	Koti 	M.D. (RADIO- DIAGNOSIS)	GN	OBC	Allotted
256	275	AIQ	Government T.D. Medical College	Alappuzha 	M.D. (RADIO- DIAGNOSIS)	GN	OBC	Allotted
257	276	AIQ	Topiwala National Medical College	Mumbai 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
258	277	AIQ	MADRAS MEDICAL COLLEGE	CHENNAI 	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
259	278	AIQ	Bangalore Medical College	Bangalore 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	GN	GNNO	Allotted
260	279	AIQ	Lokmanya Tilak Municipal Medical College	Mumbai 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
261	280	AIQ	LADY HARDINGE MEDICAL COLL.	N.DELHI 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
262	281	AIQ	Dr. Vaishampayan Memorial Government Medical College	Solapur 	M.D. (RADIO- DIAGNOSIS)	GN	OBC	Allotted
263	282	AIQ	Grant Medical College	Mumbai 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
264	283	AIQ	B.J. Medical College	Ahmedabad 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
265	284	AIQ	Bangalore Medical College	Bangalore 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
266	285	AIQ	Grant Medical College	Mumbai 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
267	286	AIQ	STANLEY MEDICAL COLLEGE	CHENNAI 	M.S. (GENERAL SURGERY)	GN	OBC	Allotted
268	287	AIQ	Gandhi Medical College Musheerabad	Secunderabad 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
269	288	AIQ	B.J. Medical College	Ahmedabad 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
270	289	AIQ	Government Medical College	Thrissur 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
271	292	DU	UNIV. COLL. OF MED. SCIENCE	N.DELHI 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	GN	GNNO	Allotted
272	293	AIQ	Government Medical College	Thiruvananthapuram 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
273	295	AIQ	LADY HARDINGE MEDICAL COLL.	N.DELHI 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
274	296	AIQ	STANLEY MEDICAL COLLEGE	CHENNAI 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
275	298	AIQ	Government Medical College	Nagpur 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
276	299	AIQ	Tata Memorial Centre	Mumbai 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
277	301	AIQ	LADY HARDINGE MEDICAL COLL.	N.DELHI 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
278	302	AIQ	Government Medical College	Kottayam 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
279	303	AIQ	V.M.M.C. and S.J. HOSPITAL	New DELHI 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
280	304	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
281	305	AIQ	Osmania Medical College	Koti 	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
282	306	AIQ	STANLEY MEDICAL COLLEGE	CHENNAI 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
283	307	AIQ	LADY HARDINGE MEDICAL COLL.	N.DELHI 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
284	308	AIQ	Govt. Medical College and Hospital	Chandigarh 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
285	309	AIQ	Grant Medical College	Mumbai 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
286	310	AIQ	JWAHAR LAL NEHRU MEDICAL COLLEGE	ALIGARH 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
287	311	AIQ	Byramjee Jeejeebhoy Government Medical College	Pune 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
288	312	AIQ	MAULANA AZAD MEDICAL COLL.	N.DELHI 	M.S. (OPHTHALMOLOGY)	GN	GNNO	Allotted
289	313	AIQ	MADRAS MEDICAL COLLEGE	CHENNAI 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
290	314	AIQ	Osmania Medical College	Koti 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
291	315	AIQ	Govt. Medical College and Hospital	Chandigarh 	M.D. (RADIO- DIAGNOSIS)	GN	EWNO	Allotted
292	316	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
293	317	DU	MAULANA AZAD MEDICAL COLL.	N.DELHI 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
294	318	DU	MAULANA AZAD MEDICAL COLL.	N.DELHI 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
295	319	AIQ	Gandhi Medical College Musheerabad	Secunderabad 	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
296	321	AIQ	Government Medical College	Kottayam 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
297	322	AIQ	STANLEY MEDICAL COLLEGE	CHENNAI 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
298	323	AIQ	MADRAS MEDICAL COLLEGE	CHENNAI 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	OBC	Allotted
299	324	AIQ	Lokmanya Tilak Municipal Medical College	Mumbai 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
300	325	AIQ	Osmania Medical College	Koti 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
301	326	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
302	327	AIQ	Tata Memorial Centre	Mumbai 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
303	328	AIQ	Byramjee Jeejeebhoy Government Medical College	Pune 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
304	329	AIQ	Seth Gordhandas Sunderdas Medical College	Mumbai 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
305	330	AIQ	Seth Gordhandas Sunderdas Medical College	Mumbai 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
306	331	AIQ	Guwahati Medical College	Guwahati 	M.D. (RADIO- DIAGNOSIS)	GN	OBC	Allotted
307	332	DU	MAULANA AZAD MEDICAL COLL.	N.DELHI 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
308	333	AIQ	MADRAS MEDICAL COLLEGE	CHENNAI 	M.D. (PAEDIATRICS)	GN	OBC	Allotted
309	334	AIQ	Grant Medical College	Mumbai 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	GN	GNNO	Allotted
310	335	AIQ	LADY HARDINGE MEDICAL COLL.	N.DELHI 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
311	336	AIQ	PGIMER Dr. RML Hospital	New Delhi 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
312	337	AIQ	B.J. Medical College	Ahmedabad 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
313	338	AIQ	Government Medical College	Amritsar 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	GN	GNNO	Allotted
314	339	AIQ	Government Medical College	Kottayam 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
315	340	AIQ	MAULANA AZAD MEDICAL COLL.	N.DELHI 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
316	341	AIQ	Topiwala National Medical College	Mumbai 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
317	342	AIQ	Tata Memorial Centre	Mumbai 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
318	343	AIQ	Institute of Post Graduate Medical Education Research	KOLKATA 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
319	344	AIQ	Government Medical College	Kozhikode 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
320	345	AIQ	MADRAS MEDICAL COLLEGE	CHENNAI 	M.D. (PAEDIATRICS)	GN	OBC	Allotted
321	346	AIQ	PGIMER Dr. RML Hospital	New Delhi 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
322	347	AIQ	PGIMER Dr. RML Hospital	New Delhi 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
323	349	AIQ	MADRAS MEDICAL COLLEGE	CHENNAI 	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
324	350	AIQ	MEDICAL COLLEGE	KOLKATA 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
325	351	AIQ	Bangalore Medical College	Bangalore 	M.D. (RADIO- DIAGNOSIS)	GN	OBC	Allotted
326	352	AIQ	Topiwala National Medical College	Mumbai 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
327	353	AIQ	V.M.M.C. and S.J. HOSPITAL	New DELHI 	M.S. (ORTHOPAEDICS)	GN	OBC	Allotted
328	354	AIQ	Government Medical College	Thiruvananthapuram 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
329	356	AIQ	Shrirama Chandra Bhanja Medical College	Cuttack 	M.D. (PAEDIATRICS)	GN	SC	Allotted
330	357	AIQ	V.M.M.C. and S.J. HOSPITAL	New DELHI 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
331	358	AIQ	Government Medical College	Nagpur 	M.D. (RADIO- DIAGNOSIS)	GN	OBC	Allotted
332	359	AIQ	STANLEY MEDICAL COLLEGE	CHENNAI 	M.D. (RADIO- DIAGNOSIS)	GN	OBC	Allotted
333	360	AIQ	MADRAS MEDICAL COLLEGE	CHENNAI 	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
334	361	AIQ	Government Medical College	Kottayam 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
335	362	AIQ	Gandhi Medical College Musheerabad	Secunderabad 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
336	363	AIQ	INSTITUTE OF MEDICAL SCIENCES	VARANASI 	M.D. (RADIO- DIAGNOSIS)	OBC	OBC	Allotted
337	364	AIQ	B.J. Medical College	Ahmedabad 	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
338	365	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
339	366	AIQ	Institute of Post Graduate Medical Education Research	KOLKATA 	M.D. (RADIO- DIAGNOSIS)	GN	EWNO	Allotted
340	368	AIQ	V.M.M.C. and S.J. HOSPITAL	New DELHI 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	OBC	Allotted
341	369	AIQ	V.M.M.C. and S.J. HOSPITAL	New DELHI 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
342	370	AIQ	PGIMER Dr. RML Hospital	New Delhi 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
343	371	AIQ	PGIMER Dr. RML Hospital	New Delhi 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	OBC	OBC	Allotted
344	372	DU	MAULANA AZAD MEDICAL COLL.	N.DELHI 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
345	373	AIQ	Government T.D. Medical College	Alappuzha 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
346	374	AIQ	MADURAI MEDICAL COLLEGE	MADURAI 	M.D. (RADIO- DIAGNOSIS)	GN	OBC	Allotted
347	375	AIQ	Institute of Post Graduate Medical Education Research	KOLKATA 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
348	376	AIQ	Indra Gandhi Inst. Of Child Health	Bangalore 	M.D. (PAEDIATRICS)	GN	OBC	Allotted
349	377	DU	UNIV. COLL. OF MED. SCIENCE	N.DELHI 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
350	378	AIQ	Topiwala National Medical College	Mumbai 	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
351	379	AIQ	Guwahati Medical College	Guwahati 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
352	380	AIQ	Govt. Medical College and Hospital	Chandigarh 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
353	381	AIQ	MADRAS MEDICAL COLLEGE	CHENNAI 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
354	382	AIQ	Osmania Medical College	Koti 	M.D. (GENERAL MEDICINE)	GN	EWNO	Allotted
355	383	AIQ	INSTITUTE OF MEDICAL SCIENCES	VARANASI 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
356	384	AIQ	Topiwala National Medical College	Mumbai 	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
357	385	AIQ	Bangalore Medical College	Bangalore 	M.D. (RADIO- DIAGNOSIS)	GN	EWNO	Allotted
358	386	AIQ	Tata Memorial Centre	Mumbai 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
359	387	AIQ	Bangalore Medical College	Bangalore 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
360	388	AIQ	Tata Memorial Centre	Mumbai 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
361	389	AIQ	INSTITUTE OF MEDICAL SCIENCES	VARANASI 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
362	390	AIQ	Seth Gordhandas Sunderdas Medical College	Mumbai 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
363	391	AIQ	UNIV. COLL. OF MED. SCIENCE	N.DELHI 	M.S. (GENERAL SURGERY)	GN	EWNO	Allotted
364	392	AIQ	Pt. B.D. Sharma PGIMS	Rohtak 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
365	393	AIQ	Tata Memorial Centre	Mumbai 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
366	394	AIQ	Tata Memorial Centre	Mumbai 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
367	395	AIQ	COIMBATORE Medical College	COIMBATORE 	M.D. (RADIO- DIAGNOSIS)	GN	OBC	Allotted
368	396	AIQ	MADRAS MEDICAL COLLEGE	CHENNAI 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
369	397	DU	MAULANA AZAD MEDICAL COLL.	N.DELHI 	M.S. (ORTHOPAEDICS)	GN	OBC	Allotted
370	398	AIQ	Government Medical College	Thrissur 	M.D. (RADIO- DIAGNOSIS)	GN	OBC	Allotted
371	399	AIQ	INSTITUTE OF MEDICAL SCIENCES	VARANASI 	M.D. (GENERAL MEDICINE)	OBC	OBC	Allotted
372	400	AIQ	MAULANA AZAD MEDICAL COLL.	N.DELHI 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
373	402	AIQ	Government Medical College	Nagpur 	M.D. (RADIO- DIAGNOSIS)	GN	OBC	Allotted
374	405	AIQ	King Georges Medical University	LUCKNOW 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
375	406	AIQ	Bangalore Medical College	Bangalore 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
376	407	AIQ	B.J. Medical College	Ahmedabad 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
377	408	AIQ	Topiwala National Medical College	Mumbai 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
378	409	AIQ	Government Medical College	Thrissur 	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
379	410	AIQ	V.M.M.C. and S.J. HOSPITAL	New DELHI 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
380	411	DU	UNIV. COLL. OF MED. SCIENCE	N.DELHI 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
381	412	AIQ	Grant Medical College	Mumbai 	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
382	413	AIQ	Government Medical College	Kozhikode 	M.D. (PAEDIATRICS)	GN	OBC	Allotted
383	414	AIQ	UNIV. COLL. OF MED. SCIENCE	N.DELHI 	M.D. (RADIO- DIAGNOSIS)	OBC	OBC	Allotted
384	415	AIQ	PGIMER Dr. RML Hospital	New Delhi 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
385	416	AIQ	Gandhi Medical College Musheerabad	Secunderabad 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
386	417	AIQ	V.M.M.C. and S.J. HOSPITAL	New DELHI 	M.S. (GENERAL SURGERY)	OBC	OBC	Allotted
387	418	AIQ	Seth Gordhandas Sunderdas Medical College	Mumbai 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
388	419	AIQ	Government Medical College	Baroda 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
389	420	AIQ	King Georges Medical University	LUCKNOW 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
390	421	AIQ	Mysore Medical College and Research Institute	Mysore 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	GN	GNNO	Allotted
391	422	AIQ	V.M.M.C. and S.J. HOSPITAL	New DELHI 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
392	423	AIQ	Government T.D. Medical College	Alappuzha 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
393	424	AIQ	Government Medical College	Baroda 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
394	425	AIQ	Topiwala National Medical College	Mumbai 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
395	427	AIQ	Osmania Medical College	Koti 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
396	428	AIQ	Pt. B.D. Sharma PGIMS	Rohtak 	M.D. (GENERAL MEDICINE)	GN	EWNO	Allotted
397	429	AIQ	Indra Gandhi Inst. Of Child Health	Bangalore 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
398	430	DU	UNIV. COLL. OF MED. SCIENCE	N.DELHI 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	GN	GNNO	Allotted
399	431	AIQ	Guwahati Medical College	Guwahati 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
400	432	AIQ	JWAHAR LAL NEHRU MEDICAL COLLEGE	ALIGARH 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
401	433	AIQ	B.J. Medical College	Ahmedabad 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
402	435	AIQ	Seth Gordhandas Sunderdas Medical College	Mumbai 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
403	437	AIQ	STANLEY MEDICAL COLLEGE	CHENNAI 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	GN	OBC	Allotted
404	438	AIQ	B.J. Medical College	Ahmedabad 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	GN	EWNO	Allotted
405	439	AIQ	B.J. Medical College	Ahmedabad 	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
406	440	AIQ	Grant Medical College	Mumbai 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
407	442	AIQ	MADRAS MEDICAL COLLEGE	CHENNAI 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
